Label,Notation,Parent Notation,Sort Priority
Financial services - Explicitly charged and other financial services (non-FISIM) - Fund managers,7-1-n1,7-1,64
Financial services - Explicitly charged and other financial services (non-FISIM) - Securities dealers,7-1-n2,7-1,65
Financial services - Explicitly charged and other financial services (non-FISIM) - Securities dealers - Commissions and fees,7-1-n21,7-1-n2,66
Financial services - Explicitly charged and other financial services (non-FISIM) - Securities dealers - Spread earnings,7-1-n22,7-1-n2,67
Financial services - Explicitly charged and other financial services (non-FISIM) - Baltic Exchange,7-1-n3,7-1,68
Financial services - Explicitly charged and other financial services (non-FISIM) - Monetary financial institutions,7-1-n4,7-1,69
Financial services - Explicitly charged and other financial services (non-FISIM) - Monetary financial institutions,7-1-n41,7-1-n4,70
Financial services - Explicitly charged and other financial services (non-FISIM) - Monetary financial institutions - Commissions and fees,7-1-n411,7-1-n41,71
Financial services - Explicitly charged and other financial services (non-FISIM) - Monetary financial institutions - Spread earnings,7-1-n412,7-1-n41,72
Financial services - Explicitly charged and other financial services (non-FISIM) - Other financial institutions,7-1-n5,7-1,73
Financial services - Financial intermediation services indirectly measured (FISIM) - Monetary financial institutions - FISIM on loans,7-2-n12,7-2-n1,74
Financial services - Financial intermediation services indirectly measured (FISIM) - Monetary financial institutions - FISIM on loans - of which: £,7-2-n121,7-2-n12,75
Financial services - Financial intermediation services indirectly measured (FISIM) - Monetary financial institutions - FISIM on deposits,7-2-n13,7-2-n1,76
Financial services - Financial intermediation services indirectly measured (FISIM) - Monetary financial institutions - FISIM on deposits - of which: £,7-2-n131,7-2-n13,77
Financial services - Financial intermediation services indirectly measured (FISIM) - Monetary financial institutions - FISIM on loans,7-2-n21,7-2-n2,78
Financial services - Financial intermediation services indirectly measured (FISIM) - Monetary financial institutions - FISIM on deposits,7-2-n22,7-2-n2,79
Financial services - Financial intermediation services indirectly measured (FISIM) - Total FISIM,7f,7,80
Financial services - Total non-FISIM,7xf,7x,81
Intellectual property - Franchise and trademarks,8-1,8,82
Intellectual property - Outcomes of research and development,8-2,8,83
Intellectual property - Distribution of computer software,8-3,8,84
Intellectual property - Distribution of audio-visual and related products,8-4,8,85
"Telecommunication, computer and information services - Telecommunication services",9-1,9,86
"Telecommunication, computer and information services - Computer services",9-2,9,87
"Telecommunication, computer and information services - Information services",9-3,9,88
Other business services - Research and development,10-1,10,89
Other business services - Professional and management consulting services - Total professional and management consulting services,10-2,10,90
"Other business services - Professional and management consulting services - Legal, accounting and management consulting - Legal services",10-2-1-1,10-2-1,91
"Other business services - Professional and management consulting services - Legal, accounting and management consulting - Accounting, auditing, book-keeping and tax consulting",10-2-1-2,10-2-1,92
"Other business services - Professional and management consulting services - Legal, accounting and management consulting - Business management and management consulting",10-2-1-3,10-2-1,93
"Other business services - Professional and management consulting services - Legal, accounting and management consulting - Legal services",10-2-1-n11,10-2-1-1,94
"Other business services - Professional and management consulting services - Legal, accounting and management consulting - Law society",10-2-1-n12,10-2-1-1,95
"Other business services - Professional and management consulting services - Legal, accounting and management consulting - Commercial bar association",10-2-1-n13,10-2-1-1,96
"Other business services - Professional and management consulting services - Legal, accounting and management consulting - Business management and management consulting - of which: Recruitment",10-2-1-n37,10-2-1-3,97
Other business services - Professional and management consulting services - Advertising and market research,10-2-2,10-2,98
"Other business services - Technical, trade-related and other business services - Total technical, trade-related, and other business services",10-3,10,99
"Other business services - Technical, trade-related and other business services - Architectural, engineering and other technical services",10-3-1,10-3,100
"Other business services - Technical, trade-related and other business services - Architectural, engineering and other technical services - Architectural",10-3-1-1,10-3-1,101
"Other business services - Technical, trade-related and other business services - Architectural, engineering and other technical services - Engineering",10-3-1-2,10-3-1,102
"Other business services - Technical, trade-related and other business services - Architectural, engineering and other technical services - Scientific and other technical services",10-3-1-3,10-3-1,103
"Other business services - Technical, trade-related and other business services - Waste treatment and de-pollution, agriculture and mining services",10-3-2,10-3,104
"Other business services - Technical, trade-related and other business services - Operational leasing services",10-3-3,10-3,105
"Other business services - Technical, trade-related and other business services - Trade related services",10-3-4,10-3,106
"Other business services - Technical, trade-related and other business services - Other business services",10-3-5,10-3,107
"Other business services - Technical, trade-related and other business services - Trade related services",10-3-n41,10-3-4,108
"Other business services - Technical, trade-related and other business services - Other business services - of which: Other business services traded by UK banks",10-3-n55,10-3-5,109
"Other business services - Technical, trade-related and other business services - Other business services - of which: Other business services imported by Security dealers",10-3-n57,10-3-5,110
"Other business services - Technical, trade-related and other business services - Other business services - of which: Services between affiliated enterprises, n.i.e.",10-3-n59,10-3-5,111
"Personal, cultural and recreational services - Audiovisual and related services",11-1,11,112
"Personal, cultural and recreational services - Audiovisual and related services - Film and television",11-1-1,11-1,113
"Personal, cultural and recreational services - Audiovisual and related services - Other audiovisual and related services",11-1-2,11-1,114
"Personal, cultural and recreational services - Other personal, cultural and recreational services",11-2,11,115
"Personal, cultural and recreational services - Other personal, cultural and recreational services - of which: Remote gambling service charge",11-2-3-n1,11-2-3,116
Government services - Embassies and consulates,12-1,12,117
Government services - Military units and agencies,12-2,12,118
Government services - Expenditure by US forces in UK,12-2-n1,12-2,119
Government services - Other military units and agencies,12-2-n2,12-2,120
Government services - Other government EU institutions,12-3-n1,12-3,121
Government services - Other non-EU government services,12-3-n2,12-3,122
Government services - Other government goods and services,12-n3,12-n,123
Construction - Construction abroad,5-1,5,124
Construction - Construction in the reporting economy,5-2,5,125
Financial services - Financial intermediation services indirectly measured (FISIM),7-2,7,126
"Other business services - Professional and management consulting services - Legal, accounting, management consulting and public relations",10-2-1,10-2,127
